date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:44:14	600/600	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:57:55%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/icon/en.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/icon/en.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:14	228/228	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:57:55%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/icon/ge.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/icon/ge.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:14	318923/318923	---MCZ	200	added ('OK')	text/html	etag:%226337e254-4ddcb%22	https://htmldemo.net/sinrato/sinrato/index.html	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/index.html	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:14	2582/2582	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:57:55%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/logo/logo-sinrato.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/logo/logo-sinrato.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:15	50092/50092	---MCZ	200	added ('OK')	text/html	etag:%226337e1b5-c3ac%22	https://htmldemo.net/sinrato/sinrato/compare.html	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/compare.html	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:15	44645/44645	---MCZ	200	added ('OK')	text/html	etag:%226337e3b6-ae65%22	https://htmldemo.net/sinrato/sinrato/wishlist.html	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/wishlist.html	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:15	79788/79788	---MCZ	200	added ('OK')	text/html	etag:%226337e2e7-137ac%22	https://htmldemo.net/sinrato/sinrato/product-details.html	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/product-details.html	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:15	14698/14698	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:57:56%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/cart/cart-1.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/cart/cart-1.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:16	58324/58324	---MCZ	200	added ('OK')	text/html	etag:%226337e1a0-e3d4%22	https://htmldemo.net/sinrato/sinrato/cart.html	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/cart.html	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:16	68548/68548	---MCZ	200	added ('OK')	text/html	etag:%226337e1a9-10bc4%22	https://htmldemo.net/sinrato/sinrato/checkout.html	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/checkout.html	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:16	214/214	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:28%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/icon/icon1.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/icon/icon1.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:16	136912/136912	---MCZ	200	added ('OK')	text/html	etag:%226337e32b-216d0%22	https://htmldemo.net/sinrato/sinrato/shop-grid-left-sidebar.html	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/shop-grid-left-sidebar.html	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:17	136960/136960	---MCZ	200	added ('OK')	text/html	etag:%226337e33a-21700%22	https://htmldemo.net/sinrato/sinrato/shop-grid-right-sidebar.html	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/shop-grid-right-sidebar.html	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:17	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Apr%202026%2012:44:19%20GMT	https://htmldemo.net/sinrato/sinrato/shop-grid-full-width.html	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/shop-grid-full-width.html	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:17	136982/136982	---MCZ	200	added ('OK')	text/html	etag:%226337e364-21716%22	https://htmldemo.net/sinrato/sinrato/shop-list-left-sidebar.html	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/shop-list-left-sidebar.html	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:17	136956/136956	---MCZ	200	added ('OK')	text/html	etag:%226337e3a0-216fc%22	https://htmldemo.net/sinrato/sinrato/shop-list-right-sidebar.html	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/shop-list-right-sidebar.html	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:17	131184/131184	---MCZ	200	added ('OK')	text/html	etag:%226337e37d-20070%22	https://htmldemo.net/sinrato/sinrato/shop-list-full-width.html	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/shop-list-full-width.html	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:18	80460/80460	---MCZ	200	added ('OK')	text/html	etag:%226337e2d9-13a4c%22	https://htmldemo.net/sinrato/sinrato/product-details-variable.html	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/product-details-variable.html	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:18	77191/77191	---MCZ	200	added ('OK')	text/html	etag:%226337e2dc-12d87%22	https://htmldemo.net/sinrato/sinrato/product-details-external.html	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/product-details-external.html	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:18	80841/80841	---MCZ	200	added ('OK')	text/html	etag:%226337e2b7-13bc9%22	https://htmldemo.net/sinrato/sinrato/product-details-group.html	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/product-details-group.html	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:18	243/243	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:28%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/icon/icon2.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/icon/icon2.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:18	169/169	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:29%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/icon/icon3.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/icon/icon3.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:19	169/169	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:29%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/icon/icon4.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/icon/icon4.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:19	330/330	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:29%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/icon/icon5.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/icon/icon5.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:19	217/217	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:29%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/icon/icon6.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/icon/icon6.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:19	328/328	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:30%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/icon/icon7.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/icon/icon7.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:20	90407/90407	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:30%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/slider/slider1-home3.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/slider/slider1-home3.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:20	55703/55703	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:31%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/slider/slider2-home3.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/slider/slider2-home3.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:20	16222/16222	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:31%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/banner/img1-top-sinrato3.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/banner/img1-top-sinrato3.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:20	18277/18277	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:31%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/banner/img2-top-sinrato3.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/banner/img2-top-sinrato3.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:20	15551/15551	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:31%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/banner/img3-top-sinrato3.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/banner/img3-top-sinrato3.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:21	37033/37033	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:08%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/product/product-1.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/product/product-1.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:21	17830/17830	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:08%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/product/product-2.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/product/product-2.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:21	12747/12747	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:08%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/product/product-3.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/product/product-3.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:21	34268/34268	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:09%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/product/product-4.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/product/product-4.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:21	29924/29924	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:09%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/product/product-5.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/product/product-5.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:22	11943/11943	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:09%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/product/product-6.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/product/product-6.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:22	17222/17222	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:09%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/product/product-8.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/product/product-8.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:22	51257/51257	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:10%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/product/product-9.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/product/product-9.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:22	24084/24084	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:10%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/product/product-10.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/product/product-10.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:23	27597/27597	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:10%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/product/product-11.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/product/product-11.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:23	16742/16742	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:10%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/product/product-12.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/product/product-12.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:23	12815/12815	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:11%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/product/product-13.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/product/product-13.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:23	16514/16514	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:11%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/product/product-7.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/product/product-7.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:24	78717/78717	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:32%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/banner/img-middle-sinrato3.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/banner/img-middle-sinrato3.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:24	1732/1732	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:07%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/icon/wrapper1.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/icon/wrapper1.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:24	17398/17398	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:14%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/product/img-module1.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/product/img-module1.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:24	1711/1711	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:07%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/icon/wrapper2.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/icon/wrapper2.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:25	1317/1317	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:07%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/icon/wrapper3.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/icon/wrapper3.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:25	1440/1440	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:07%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/icon/wrapper4.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/icon/wrapper4.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:25	1252/1252	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:08%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/icon/wrapper5.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/icon/wrapper5.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:25	20574/20574	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:32%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/banner/img-module2.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/banner/img-module2.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:25	15053/15053	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:32%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/banner/img-module3.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/banner/img-module3.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:26	24360/24360	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:14%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/banner/img1-middle-sinrato1.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/banner/img1-middle-sinrato1.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:26	17630/17630	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202026%2009:58:15%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/banner/img2-middle-sinrato1.jpg	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/banner/img2-middle-sinrato1.jpg	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:26	3753/3753	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:15%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/brand/brand1.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/brand/brand1.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:26	3682/3682	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:15%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/brand/brand2.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/brand/brand2.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:27	4012/4012	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:16%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/brand/brand3.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/brand/brand3.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:27	4131/4131	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:16%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/brand/brand4.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/brand/brand4.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:27	2565/2565	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:16%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/brand/brand5.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/brand/brand5.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:27	3739/3739	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:16%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/brand/brand6.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/brand/brand6.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:27	4789/4789	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202026%2009:58:17%20GMT	https://htmldemo.net/sinrato/sinrato/assets/img/payment/payment.png	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/img/payment/payment.png	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:28	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Apr%202026%2012:44:30%20GMT	https://htmldemo.net/sinrato/sinrato/about.html	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/about.html	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:28	97168/97168	---MCZ	200	added ('OK')	application/javascript	etag:%226337e661-17b90%22	https://htmldemo.net/sinrato/sinrato/assets/js/vendor/jquery-1.12.4.min.js	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/js/vendor/jquery-1.12.4.min.js	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:28	60054/60054	---MCZ	200	added ('OK')	application/javascript	etag:%226337e415-ea96%22	https://htmldemo.net/sinrato/sinrato/assets/js/bootstrap.min.js	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/js/bootstrap.min.js	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:28	166595/166595	---MCZ	200	added ('OK')	application/javascript	etag:%226337e41e-28ac3%22	https://htmldemo.net/sinrato/sinrato/assets/js/plugins.js	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/js/plugins.js	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
19:44:29	1249/1249	---MCZ	200	added ('OK')	application/javascript	etag:%226337e413-4e1%22	https://htmldemo.net/sinrato/sinrato/assets/js/ajax-mail.js	C:/Users/namde/OneDrive/Desktop/cc/htmldemo.net/sinrato/sinrato/assets/js/ajax-mail.js	(from https://htmldemo.net/sinrato/sinrato/index-3.html)
